Markables;Sender;Addressee;other Ps;Turn transcription;FS text;Task;autoFeedback;alloFeedback;turnManagement;timeManagement;ownCommunicationManagement;partnerCommunicationManagement;discourseStructuring;socialObligationsManagement;Comments;
sw02-0224-fs272;B;A;; <Laughter>.; <Laughter>;;da277: autoPositive (Fe: da277);;;;;;;;;
sw02-0224-fs273;A;B;;{D Well, } ;Well;;;;da278: turnTake;;;;;;;
sw02-0224-fs274;A;B;;do you feel comfortable, {F um, } with them coming home after school until you and your wife get home  /;do you feel comfortable with them coming home after school until you and your wife get home ;da279: propositionalQuestion;;;;;;;;;;
sw02-0224-fs275;A;B;;;um;;;;;da280: stalling;;;;;;
sw02-0224-fs276;B;A;;Absolutely not. /;Absolutely not ;da281: answer (Fu: da280);;;da282: turnGrab;;;;;;;
sw02-0224-fs277;A;B;;No.  /;No  ;;da283: autoPositive (Fe: da282);;;;;;;;;
sw02-0224-fs278;A;B;; Yeah. /;Yeah ;;da284: autoPositive (Fe: da282);;;;;;;;;
sw02-0224-fs279;B;A;;{E I mean, }  ((   ))  one of them [ I would, + I would ] leave unsupervised any time, any place, any where. /;I mean one of them I would leave unsupervised any time, any place, any where;da285: inform;;;;;;;;;;
sw02-0224-fs280;B;A;;;I would, I would;;;;;da286: stalling {Expand:Expander da282};;;;;;
sw02-0224-fs281;A;B;;Huh-uh. /;Huh-uh ;;da287: autoPositive (Fe: da286);;;;;;;;;
sw02-0224-fs282;B;A;;{F Uh, } the other one I wouldn't leave unsupervised two minutes. /;Uh;;;;;da288: stalling;;;;;;
sw02-0224-fs283;B;A;;;the other one I wouldn't leave unsupervised two minutes;da289: inform;;;;;;;;;;
sw02-0224-fs284;A;B;;Yeah.  /;Yeah  ;;da290: autoPositive (Fe: da290) {Contrast:Arg2 da286};;;;;;;;;
sw02-0224-fs285;A;B;;Yeah.  /;Yeah  ;;da291: autoPositive (Fe: da290);;;;;;;;;
sw02-0224-fs286;A;B;;That's just a difference in kids, I suppose. /;That's just a difference in kids, I suppose ;da292: inform;;;;;;;;;;
sw02-0224-fs287;B;A;;That's true. /;That's true ;;da293: autoPositive (Fe: da293) {Elab:Broad da286,, da290};;;;;;;;;
sw02-0224-fs288;A;B;;Yeah. /;Yeah ;;da294: autoPositive (Fe: da294);;;;;;;;;
sw02-0224-fs289;B;A;;one leads the other? /;one leads the other;da295: checkQuestion;;;;;;;;;;
sw02-0224-fs290;A;B;;Huh-uh,  /;Huh-uh,  ;da296: confirm (Fu: da296);;;;;;;;;;
sw02-0224-fs291;A;B;;yeah. /;yeah ;da297: confirm (Fu: da296);;;;;;;;;;
sw02-0224-fs292;B;A;;{C And, }  {F uh, } -/;And,  uh,  -;;;;da298: turnTake;da299: stalling;;;;;;
sw02-0224-fs293;A;B;;{C and } [ it's, + it's ] the one that's going downhill, - /;and;;;;da300: turnTake;;;;;;;
sw02-0224-fs294;A;B;;;it's, it's;;;;;da301: stalling;;;;;;
sw02-0224-fs295;A;B;;;it's the one that's going downhill,;da302: inform;;;;;;;;;;
sw02-0224-fs296;A;B;;[ is it, + is it ] the one that [ needs, + needs ] more supervision that has a bad influence on the older or more mature one? /;is it, is it;;;;;da303: stalling {Expand:Expander da298};;;;;;
sw02-0224-fs297;A;B;;;is it the one that needs more supervision that has a bad influence on the older or more mature one;da304: propositionalQuestion;;;;;;;;;;
sw02-0224-fs298;A;B;;;needs, needs;;;;;da305: stalling;;;;;;
sw02-0224-fs299;B;A;;Of course. /;Of course ;da306: answer (Fu: da305);;;;;;;;;;
sw02-0224-fs300;A;B;;Yeah <laughter>.  /;Yeah <laughter>  ;;da307: autoPositive (Fe: da307);;;;;;;;;
sw02-0224-fs301;A;B;;How unfortunate <laughter>. /;How unfortunate <laughter> ;da308: inform;;;;;;;;;;
sw02-0224-fs302;B;A;;[ You don't think, + you don't think ] that good prevails. /;You don't think, you don't think;;;;;da309: stalling;;;;;;
sw02-0224-fs303;B;A;;;You don't think that good prevails ;da310: checkQuestion;;;;;;;;;;
sw02-0224-fs304;A;B;;{D Well, } [ [ I, + I, ] + I'm ] living in a dream world,  /;Well;;;;da311: turnTake;;;;;;;
sw02-0224-fs305;A;B;;;I, I, I'm;;;;;da312: stalling;;;;;;
sw02-0224-fs306;A;B;;;I'm living in a dream world, ;da313: inform;;;;;;;;;;
sw02-0224-fs307;A;B;;what do I know.  /;what do I know  ;da314: inform;;;;;;;;;;
sw02-0224-fs308;A;B;;As I said, I don't have kids  /;As I said, I don't have kids  ;da315: inform {Expand:Expander da314};;;;;;;;;;
sw02-0224-fs309;A;B;;{C and } I'm an only child  /;and;;;;da316: turnKeep {Expand:Expander da315};;;;;;;
sw02-0224-fs310;A;B;;;I'm an only child ;da317: inform;;;;;;;;;;
sw02-0224-fs311;A;B;;{C so } I've never been around children.  /;so  I've never been around children  ;da318: inform {Expand:Expander da315};;;;;;;;;;
sw02-0224-fs312;A;B;;{C So, } {F uh, } I'm sort of at a loss where that's concerned.  /;So I'm sort of at a loss where that's concerned ;da319: inform {Elab:Broad da316,da318};;;;;;;;;;
sw02-0224-fs313;A;B;;;uh;;;;;da320: stalling {Cause:Result da319};;;;;;
sw02-0224-fs314;A;B;;{C But } I do hear my friends talk about it. /;But I do hear my friends talk about it ;da321: inform;;;;;;;;;;
sw02-0224-fs315;B;A;;[ We, + we're ] having such fun,  /;We, we're;;;;;da322: stalling {Contrast:Arg2 da320};;;;;;
sw02-0224-fs316;B;A;;;we're having such fun;da323: inform;;;;;;;;;;
sw02-0224-fs317;B;A;;my wife and I were both only children. /;my wife and I were both only children ;da324: inform;;;;;;;;;;
sw02-0224-fs318;A;B;;Huh-uh. /;Huh-uh ;;da325: autoPositive (Fe: da325);;;;;;;;;
sw02-0224-fs319;B;A;;{C And } we just couldn't wait to have two children so they would be such friends. /;And;;;;da326: turnKeep;;;;;;;
sw02-0224-fs320;B;A;;;we just couldn't wait to have two children so they would be such friends ;da327: inform;;;;;;;;;;
sw02-0224-fs321;A;B;;Yeah <laughter>. /;Yeah <laughter> ;;da328: autoPositive (Fe: da328) {Cause:Result da325};;;;;;;;;
sw02-0224-fs322;B;A;;Wrong. /;Wrong ;da329: inform;;;;;;;;;;
sw02-0224-fs323;A;B;;<Laughter>  That's like World War Three every minute <laughter>.  /;<Laughter>  That's like World War Three every minute <laughter>  ;da330: inform;;;;;;;;;;
sw02-0224-fs324;A;B;;I don't know  /;I don't know  ;;;;;da331: stalling {Expand:Expander da330};;;;;;
sw02-0224-fs325;A;B;;[ [ I, + I, ] + I ] have to admit, I was [ self-, + selfish ] as a child.  /;I, I, I;;;;;da332: stalling;;;;;;
sw02-0224-fs326;A;B;;;I have to admit, I was selfish as a child ;da333: inform;;;;;;;;;;
sw02-0224-fs327;A;B;;;self-, selfish;;;;;;da334: selfCorrection;;;;;
sw02-0224-fs328;A;B;;I didn't want a brother or sister.  /;I didn't want a brother or sister  ;da335: inform;;;;;;;;;;
sw02-0224-fs329;A;B;;{C And } now that I'm older, of course, it's different.  /;And;;;;da336: turnKeep {Cause:Result da334};;;;;;;
sw02-0224-fs330;A;B;;;now that I'm older, of course, it's different ;da337: inform;;;;;;;;;;
sw02-0224-fs331;A;B;;{D You know, } I think about, {F uh, } wouldn't it be nice,  /;You know;;;;;da338: stalling {Contrast:Arg2 da336};;;;;;
sw02-0224-fs332;A;B;;;I think about, wouldn't it be nice, ;da339: inform;;;;;;;;;;
sw02-0224-fs333;A;B;;;uh;;;;;da340: stalling;;;;;;
sw02-0224-fs334;A;B;;{C but, }  {F uh, } {D anyway. } -/; but, uh, anyway  -;;;;;da341: stalling;;;;;;
sw02-0224-fs335;B;A;;Just make good friends. /;Just make good friends ;da342: suggest;;;;;;;;;;
sw02-0224-fs336;A;B;;Yeah,  {F oh, }  /;Yeah, oh,   ;;da343: autoPositive (Fe: da343);;;;;;;;;
sw02-0224-fs337;A;B;;I have wonderful friends.  /;I have wonderful friends  ;da344: inform;;;;;;;;;;
sw02-0224-fs338;A;B;;That's true  /;That's true  ;;da345: autoPositive (Fe: da343);;;;;;;;;
sw02-0224-fs339;A;B;;my best friend is one child of ten.  /;my best friend is one child of ten  ;da346: inform;;;;;;;;;;
sw02-0224-fs340;A;B;;{C And so } they just sort of, {D you know, } adopted me as their eleventh child  /;And so;;;;da347: turnKeep {Expand:Expander da345};;;;;;;
sw02-0224-fs341;A;B;;;they just sort of adopted me as their eleventh child ;da348: inform;;;;;;;;;;
sw02-0224-fs342;A;B;;;you know;;;;;da349: stalling {Expand:Expander da347};;;;;;
sw02-0224-fs343;A;B;;{C so } that worked out pretty well.  /;so that worked out pretty well  ;da350: inform;;;;;;;;;;
sw02-0224-fs344;A;B;;She never had to worry about taking anybody to child care because there was always somebody there older to deal with them,  /;She never had to worry about taking anybody to child care because there was always somebody there older to deal with them,  ;da351: inform {Eval:Judgment da349};;;;;;;;;;
sw02-0224-fs345;A;B;;{C so } I guess, that's an alternative.  /;so I guess, that's an alternative  ;da352: inform;;;;;;;;;;
sw02-0224-fs346;A;B;;If you could just, {F um, };If you could just, have a whole bunch <laughter>;da353: inform {Eval:Judgment da352};;;;;;;;;;
sw02-0224-fs347;A;B;;;um;;;;;da354: stalling;;;;;;
sw02-0224-fs348;B;A;;# Have enough.  # /;Have enough   ;;;;;;;da355: completion (Fe: da354);;;;
sw02-0224-fs349;B;A;;<Laughter>.;<Laughter>;;da356: autoPositive (Fe: da354);;;;;;;;;
sw02-0224-fs350;A;B;;By the time the youngest ones are there, you'll have older one to take care of them. /;By the time the youngest ones are there, you'll have older one to take care of them ;da357: inform;;;;;;;;;;
sw02-0224-fs351;B;A;;That's true. /;That's true ;;da358: autoPositive (Fe: da358) {Condition:Consequent da354};;;;;;;;;
sw02-0224-fs352;A;B;;I don't know.  /;I don't know  ;;;;;da359: stalling;;;;;;
sw02-0224-fs353;A;B;;When you see all these horror stories on television about child care  /;When you see all these horror stories on television about child care  ;da360: inform;;;;;;;;;;
sw02-0224-fs354;A;B;;{C and, }  gosh,  /;and;;;;da361: turnKeep;;;;;;;
sw02-0224-fs355;A;B;;;gosh;da362: inform;;;;;;;;;;
sw02-0224-fs356;A;B;;I was seeing something on the television earlier about a little girl that's been telling her mother these terrible stories  /;I was seeing something on the television earlier about a little girl that's been telling her mother these terrible stories  ;da363: inform {Eval:Judgment da361};;;;;;;;;;
sw02-0224-fs357;A;B;;{C and } of course people are denying it.  /;and;;;;da364: turnKeep {Exemp:Instance da361};;;;;;;
sw02-0224-fs358;A;B;;;of course people are denying it ;da365: inform;;;;;;;;;;
sw02-0224-fs359;A;B;;{C And, }  {F uh, } it's just frightening.  /;And;;;;da366: turnKeep;;;;;;;
sw02-0224-fs360;A;B;;;uh;;;;;da367: stalling;;;;;;
sw02-0224-fs361;A;B;;;it's just frightening ;da368: inform;;;;;;;;;;
sw02-0224-fs362;A;B;;It really is. /;It really is ;da369: inform [certain] {Restatement:Arg2 da361};;;;;;;;;;
sw02-0224-fs363;B;A;;{D Well, } [ what, + what's ] frightening is a parent to see things [ that, + that ] you don't really don't understand. /;Well;;;;da370: turnTake;;;;;;;
sw02-0224-fs364;B;A;;;what, what's;;;;;da371: stalling;;;;;;
sw02-0224-fs365;B;A;;;what's frightening is a parent to see things that you don't really don't understand;da372: inform;;;;;;;;;;
sw02-0224-fs366;B;A;;;that, that;;;;;da373: stalling;;;;;;
sw02-0224-fs367;A;B;;Huh-uh.  /;Huh-uh  ;;da374: autoPositive (Fe: da373);;;;;;;;;
sw02-0224-fs368;A;B;;Huh-uh. /;Huh-uh ;;da375: autoPositive (Fe: da373);;;;;;;;;
sw02-0224-fs369;B;A;;{C And then } you don't really know what happened. /;And then  you don't really know what happened ;da376: inform;;;;;;;;;;
sw02-0224-fs370;A;B;;Yeah. /;Yeah ;;da377: autoPositive (Fe: da377) {Cause:Result da373};;;;;;;;;
sw02-0224-fs371;B;A;;We gave up on one baby sitter because we came home one night and found pieces of, {F um, } [ ribbon, +;We gave up on one baby sitter because we came home one night and found pieces of ribbon;da378: inform;;;;;;;;;;
sw02-0224-fs372;B;A;;;um;;;;;da379: stalling {Exemp:Instance da373};;;;;;
sw02-0224-fs373;A;B;;Huh-uh. /;Huh-uh ;;da380: autoPositive (Fe: da379);;;;;;;;;
sw02-0224-fs374;B;A;;{D you know, } hair ribbon ] --;you know;;;;;da381: stalling;;;;;;
sw02-0224-fs375;B;A;;;hair ribbon;da382: inform;;;;;;;;;;
sw02-0224-fs376;A;B;;Huh-uh. /;Huh-uh ;;da383: autoPositive (Fe: da383) {Elab:Specific da379};;;;;;;;;
sw02-0224-fs377;B;A;; -- tied in a chair. Where obviously she [ had, + had, ] -/; -- tied in a chair;da384: inform;;;;;;;;;;
sw02-0224-fs378;B;A;;;where obviously she;da385: inform {Expand:Expander da379};;;;;;;;;;
sw02-0224-fs379;B;A;;;had, had;;;;;da386: stalling {Expand:Expander da379};;;;;;
sw03-0304-fs1;A;B;;Tell me what you like to do. /;Tell me what you like to do. /;da1: request;;;;;;;;;;
sw03-0304-fs2;B;A;;{D Well, } <laughter> [ I, + I ]  collect antique tools, {F uh, } for one thing, [ I + {D well, } I'm ] sort of in an antique business,  /;Well;;;;da2: turnTake;da3: stalling;;;;;;
sw03-0304-fs3;B;A;;;<laughter> I, I;;;;;da4: stalling;;;;;;
sw03-0304-fs4;B;A;;;I  collect antique tools;da5: answer (Fu: da1);;;;;;;;;;
sw03-0304-fs5;B;A;;;uh;;;;;da6: stalling;;;;;;
sw03-0304-fs6;B;A;;;for one thing;;;;;;;;da7: interactionStructuring;;;
sw03-0304-fs7;B;A;;;I, I'm ;;;;;da8: stalling;da9: selfCorrection;;;;;
sw03-0304-fs8;B;A;;;well;;;;;da10: stalling;;;;;;
sw03-0304-fs9;B;A;;;I'm sort of in an antique business;da11: inform {Elaboration da5};;;;;;;;;;
sw03-0304-fs10;B;A;;{C but } it's a little --;but it's a little part time thing;da12: inform {Concession da11};;;;;;;;;;
sw03-0304-fs11;A;B;;Oh;Oh;;da13: autoPositive (Fe: da12);;;;;;;;;
sw03-0304-fs12;B;A;; -- [ sideline, + part time ] thing./ ;sideline,  part time;;;;;;da14: selfCorrection;;;;;
sw03-0304-fs13;A;B;;Uh-huh, /;Uh-huh;;da15: autoPositive (Fe: da14);;;;;;;;;
sw03-0304-fs14;A;B;;wonderful. /;wonderful;;da16: autoPositive (Fe: da11);;;;;;;;;
sw03-0304-fs15;B;A;; {C And, }  {F uh, } I'm building [ a, + a ] log house at a  farm that I have in East Texas, which is --;and;;;;da17: turnKeep;;;;;;;
sw03-0304-fs16;B;A;; -- a hundred miles from here. /;uh;;;;;da18: stalling;;;;;;
sw03-0304-fs17;B;A;;; I'm building a log house at a  farm that I have in East Texas, which is a hundred miles from here;da19: inform {Expansion da11};;;;;;;;;;
sw03-0304-fs18;B;A;;;a, a;;;;;da20: stalling;;;;;;
sw03-0304-fs19;A;B;;Oh./;Oh;;da21: autoPositive (Fe: da18);;;;;;;;;
sw03-0304-fs20;A;B;;Wonderful. /;Wonderful;;da22: autoPositive (Fe: da18);;;;;;;;;
sw03-0304-fs21;B;A;; Yeah,  /;Yeah;;da23: autoPositive (Fe: da22);;;;;;;;;
sw03-0304-fs22;B;A;;it's really neat.  /;it's really neat;da24: inform {Evaluation da18};;;;;;;;;;
sw03-0304-fs23;B;A;;{C And, }  {F uh, }  {F uh, } course I've been working on it for five years,  /;And;;;;da25: turnKeep;;;;;;;
sw03-0304-fs24;B;A;;;uh, uh;;;;;da26: stalling;;;;;;
sw03-0304-fs25;B;A;;;course I've been working on it for five years;da27: inform {Expansion da29};;;;;;;;;;
sw03-0304-fs26;B;A;;;but, you know;;;;da28: turnKeep;da29: stalling;;;;;;
sw03-0304-fs27;A;B;;{F Oh, } {C but } how wonderful.  /;Oh;;;;da30: turnGrab;;;;;;;
sw03-0304-fs28;A;B;;;but how wonderful;;da31: autoPositive (Fe: da19);;;;;;;;;
sw03-0304-fs29;A;B;;Are you close to getting it done? /;Are you close to getting it done?;da32: propositionalQuestion;;;;;;;;;;
sw03-0304-fs30;B;A;;Yeah,  /;Yeah;da33: answer (Fu: da32);;;;;;;;;;
sw03-0304-fs31;B;A;;yeah,  /;yeah;da34: answer (Fu: da32);;;;;;;;;;
sw03-0304-fs32;B;A;;it's getting real close to -- -/;it's getting real close to ;da35: inform {Elaboration:da34 };;;;;;;;;;
sw03-0304-fs33;A;B;; Oh. /; Oh;;da36: autoPositive (Fe: da35);;;;;;;;;
sw03-0304-fs34;B;A;;-- {D you know, }  of course there's still a lot of work to be done,  /;you know;;;;;da37: stalling;;;;;;
sw03-0304-fs35;B;A;;;of course there's still a lot of work to be done,  ;da38: inform {Expansion da35};;;;;;;;;;
sw03-0304-fs36;B;A;;{C and  then } when you get it completely,  {D you know, } the shell finished, {F uh, }  you still have a lot of stuff to do inside,  /;and then when you get it completely, the shell finished, you still have a lot of stuff to do inside;da39: inform {Elaboration da38};;;;;;;;;;
sw03-0304-fs37;B;A;;;you know;;;;;da40: stalling;;;;;;
sw03-0304-fs38;B;A;;;uh;;;;;da41: stalling;;;;;;
sw03-0304-fs39;B;A;;{C but, }  {F uh, } -/;but, uh;;;;da42: turnKeep;da43: stalling;;;;;;
sw03-0304-fs40;A;B;;Are you going to move your whole family over there then? /;Are you going to move your whole family over there then? ;da44: propositionalQuestion;;;;;;;;;;
sw03-0304-fs41;B;A;;No,  /;No;da45: answer (Fu: da44);;;;;;;;;;
sw03-0304-fs42;B;A;;actually, {F uh, } I'm not even sure,  /;actually, I'm not even sure;da46: inform {Elaboration da45};;;;;;;;;;
sw03-0304-fs43;B;A;;;uh;;;;da47: turnKeep;da48: stalling;;;;;;
sw03-0304-fs44;B;A;;I may,  /;I may;da49: answer [uncertain] (Fu: da44);;;;;;;;;;
sw03-0304-fs45;B;A;;I'll probably always have a place here in Richardson or Dallas <noise>. /;I'll probably always have a place here in Richardson or Dallas;da50: inform [uncertain] {Elaboration da49};;;;;;;;;;
sw03-0304-fs46;A;B;;Uh-huh,  /;Uh-huh;;da51: autoPositive (Fe: da50);;;;;;;;;
sw03-0304-fs47;A;B;;kind of your getaway place. /;kind of your getaway place;da52: checkQuestion;;;;;;;;;;
sw03-0304-fs48;B;A;;Yeah,  /;Yeah;da53: confirm (Fu: da52);;;;;;;;;;
sw03-0304-fs49;B;A;; escape.  /;escape;da54: inform {Restatement da52};;;;;;;;;;
sw03-0304-fs50;B;A;;{C But } it's beautiful,  /;But it's beautiful;da55: inform {Concession da50};;;;;;;;;;
sw03-0304-fs51;B;A;; [ it's, + {D you know, } it's ] Eastern Hardwood, {F uh, } forest,  /;it's, you know, it's;;;;;da56: stalling;;;;;;
sw03-0304-fs52;B;A;;;it's Eastern Hardwood, forest,  ;da57: inform {Elaboration da55};;;;;;;;;;
sw03-0304-fs53;B;A;;;uh;;;;da58: turnKeep;da59: stalling;;;;;;
sw03-0304-fs54;B;A;;there are a lot of pine trees,  /;there are a lot of pine trees,;da60: inform {Elaboration da57};;;;;;;;;;
sw03-0304-fs55;B;A;;{C but } it's mostly oaks  /;but it's mostly oaks;da61: inform {Elaboration da60};;;;;;;;;;
sw03-0304-fs56;B;A;;{C and }  ((   )) . -/;and;;;;da62: turnKeep;;;;;;;
sw03-0304-fs57;A;B;;{F Oh, } how beautiful,  /;Oh;;;;da63: turnGrab;;;;;;;
sw03-0304-fs58;A;B;;;how beautiful;;da64: autoPositive (Fe: da60, da61);;;;;;;;;
sw03-0304-fs59;A;B;;{C and } it's pretty flat there? /;and it's pretty flat there?;da65: checkQuestion;;;;;;;;;;
sw03-0304-fs60;B;A;;{D Well, } it's kind of,  hilly,  /;Well,;;;;da66: turnTake;da67: stalling;;;;;;
sw03-0304-fs61;B;A;;;it's kind of,  hilly;da68: disconfirm (Fu: da65);;;;;;;;;;
sw03-0304-fs62;B;A;;{C but, }  it's, {D you know, } low hills,  /;but;;;;;da69: turnKeep;;;;;;
sw03-0304-fs63;B;A;;;you know, ;;;;;da70: stalling;;;;;;
sw03-0304-fs64;B;A;;;it's low hills;da71: inform {Concession da68};;;;;;;;;;
sw03-0304-fs65;B;A;; it's not, {F uh, } -/;it's not;;;;;;da72: retraction;;;;;
sw03-0304-fs66;B;A;;;uh;;;;;da73: stalling;;;;;;
sw03-0304-fs67;A;B;;{D See, } I've only been to Texas once.  /;See;;;;da74: turnGrab;;;;;;;
sw03-0304-fs68;A;B;;;I've only been to Texas once;da75: inform {Cause da65};;;;;;;;;;
sw03-0304-fs69;A;B;; I have two sisters in Texas now, {F um, } one in Austin, one in Dallas,  /; I have two sisters in Texas now, one in Austin, one in Dallas;da76: inform {Expansion da75};;;;;;;;;;
sw03-0304-fs70;A;B;;;um,;;;;da77: turnKeep;da78: stalling;;;;;;
sw03-0304-fs71;A;B;;{C and } the one in Dallas is the one that got me to doing this -- /;and the one in Dallas is the one that got me to doing this;da79: inform {Expansion da76};;;;;;;;;;
sw03-0304-fs72;B;A;; Yeah. /; Yeah;;da80: autoPositive (Fe: da79);;;;;;;;;
sw03-0304-fs73;A;B;; -- {C and, }  {F uh, } I thought Austin was beautiful -- /;and;;;;da81: turnKeep;;;;;;;
sw03-0304-fs74;A;B;;;uh;;;;;da82: stalling;;;;;;
sw03-0304-fs75;A;B;;;I thought Austin was beautiful;da83: inform {Expansion da79};;;;;;;;;;
sw03-0304-fs76;B;A;;You, -/;You;;;;da84: turnTake;;da85: retraction;;;;;
sw03-0304-fs77;A;B;; -- I liked the hills -- and the trees,/; I liked the hills and the trees;da86: inform {Elaboration da83};;;;;;;;;;
sw03-0304-fs78;B;A;; Yeah,  /; Yeah;;da87: autoPositive (Fe: da86);;;;;;;;;
sw03-0304-fs79;B;A;;  in Aus-, -/; in Aus-;;;;;;da88: retraction;;;;;
sw03-0304-fs80;B;A;; Yeah, /; Yeah,;;da89: autoPositive (Fe: da86);;;;;;;;;
sw03-0304-fs81;B;A;;it's really different because [ that's kind of the, +   {D you know, } that's the ] chalk hills down there,;it's really different because  that's the chalk hills down there,;da90: inform {Cause da86};;;;;;;;;;
sw03-0304-fs82;B;A;;;that's kind of the, that's the;;;;;;da91: selfCorrection;;;;;
sw03-0304-fs83;B;A;;;you know;;;;;da92: stalling;;;;;;
sw03-0304-fs84;A;B;;# {F Oh, } {C and } you've always, #;Oh;;;;da93: turnGrab;;;;;;;
sw03-0304-fs85;A;B;; lived in Texas, have you? /;and  you've always lived in Texas, have you?;da94: checkQuestion;;;;;;;;;;
sw03-0304-fs86;B;A;; # [ lime-, + limestone ]  hills # /;lime-, limestone;;;;;;da95: selfCorrection;;;;;
sw03-0304-fs87;B;A;;;the  limestone hills;;;;;;da96: selfCorrection;;;;;
sw03-0304-fs88;B;A;;Yeah,  /;Yeah;da97: confirm (Fu: da94);;;;;;;;;;
sw03-0304-fs89;B;A;;except for time in service. /;except for time in service;da98: inform {Exception da97};;;;;;;;;;
sw03-0304-fs90;A;B;;Uh-huh.  /;Uh-huh;;da99: autoPositive (Fe: da98);;;;;;;;;
sw03-0304-fs91;A;B;;Born and raised Texan, {F huh. } /;Born and raised Texan, huh;da100: checkQuestion;;;;;;;;;;
sw03-0304-fs92;B;A;; Yeah. /;Yeah;da101: confirm (Fu: da100);;;;;;;;;;
sw03-0304-fs93;A;B;;{D Well, } I had never been there,  /;Well,;;;;da102: turnTake;da103: stalling;;;;;;
sw03-0304-fs94;A;B;;;I had never been there;da104: inform {Expansion da75};;;;;;;;;;
sw03-0304-fs95;A;B;;that's pretty neat.  /;that's pretty neat;da105: inform {Evaluation da101};;;;;;;;;;
sw03-0304-fs96;A;B;;My sisters both seem to like it pretty well.  /;My sisters both seem to like it pretty well;da106: inform {Expansion da105};;;;;;;;;;
sw03-0304-fs97;A;B;;My brother-in-law works for the University, {F um, } in Dallas. /;My brother-in-law works for the University, in Dallas;da107: inform {Expansion da106};;;;;;;;;;
sw03-0304-fs98;A;B;;;um;;;;;da108: stalling;;;;;;
sw03-0304-fs99;B;A;;[  Wh-, +;Wh;da109: setQuestion;;;;;;;;;;
sw03-0304-fs100;A;B;;He's admissions director. /;He's admissions director;da110: inform {Elaboration da107};;;;;;;;;;
sw03-0304-fs101;B;A;;[ At,  + at ]  which ] one? /;At, at;;;;da111: turnTake;da112: stalling;;;;;;
sw03-0304-fs102;B;A;;;at which one?;da113: setQuestion;;;;;;;;;;
sw03-0304-fs103;A;B;;{F Uh. }  University of Texas in Dallas. /;Uh;;;;da114: turnTake;da115: stalling;;;;;;
sw03-0304-fs104;A;B;;;University of Texas in Dallas;da116: answer (Fu: da113);;;;;;;;;;
sw03-0304-fs105;B;A;; {F Oh, } okay -- /;Oh, okay;;da117: autoPositive (Fe: da117);;;da118: stalling;;;;;;
sw03-0304-fs106;A;B;;Yeah. /;Yeah;;da119: autoPositive (Fe: da118);;;;;;;;;
sw03-0304-fs107;B;A;;-- it's just north of me here. /;it's just north of me here;da120: inform {Expansion da117};;;;;;;;;;
sw03-0304-fs108;A;B;;Yeah. /;Yeah;;da121: autoPositive (Fe: da120);;;;;;;;;
sw03-0304-fs109;A;B;;{D well } [ that's, + he's ] got a job  there  /;Well;;;;da122: turnKeep;;;;;;;
sw03-0304-fs110;A;B;;;that's,;;;;;;da123: retraction;;;;;
sw03-0304-fs111;A;B;;;he's got a job  there;da124: inform {Restatement da117};;;;;;;;;;
sw03-0304-fs112;A;B;;{C and } this is his first year,  /;and this is his first year;da125: inform {Expansion da124};;;;;;;;;;
sw03-0304-fs113;A;B;;{C so, } it's been a real interesting thing for them <laughter>. /;so, it's been a real interesting thing for them;da126: inform {Cause da125};;;;;;;;;;
sw03-0304-fs114;B;A;;That's great. /;That's great.;;da127: autoPositive (Fe: da126);;;;;;;;;
sw03-0304-fs115;A;B;;{C But } they seem to like it okay.  /;But they seem to like it okay.;da128: inform {Concession da125};;;;;;;;;;
sw03-0304-fs116;A;B;;I think they're too far away from me,  /;I think they're too far away from me,;da129: inform {Expansion da128};;;;;;;;;;
sw03-0304-fs117;A;B;;{C but } --maybe some day they can get closer /;but maybe some day they can get closer;da130: inform {Contrast da129};;;;;;;;;;
sw03-0304-fs118;B;A;; {D Well, } yeah, /;Well,;;;;da131: turnTake;;;;;;;
sw03-0304-fs119;B;A;;;yeah;;da132: autoPositive (Fe: da131);;;;;;;;;
sw03-0304-fs120;A;B;;we'll see. /;we'll see;;;;;;;;da133: interactionStructuring;;;
sw03-0304-fs121;B;A;; Pretty good trip.  /; Pretty good trip;da134: agreement (Fu: da128);;;;;;;;;;
sw03-0304-fs122;B;A;;{C So } [ what do you, + what kind of  hobbies are you ] in? /;So;;;;;;;;da135: interactionStructuring;;;
sw03-0304-fs123;B;A;;;what do you, what kind of  ;;;;;;da136: selfCorrection;;;;;
sw03-0304-fs124;B;A;;;what kind of  hobbies are you in?;da137: setQuestion;;;;;;;;;;
sw03-0304-fs125;A;B;; {D Well, } I'm mother of four,  /;Well,;;;;;da138: stalling;;;;;;
sw03-0304-fs126;A;B;;;I'm mother of four;da139: answer (Fu: da137);;;;;;;;;;
sw03-0304-fs127;A;B;;{C so } basically I'm just real busy with my kids right now in sports;so basically I'm just real busy with my kids right now in sports;da140: answer (Fu: da137) {Cause da139,da140};;;;;;;;;;
sw03-0304-fs128;B;A;;<Laughter>;<Laughter>;;da141: autoPositive (Fe: da140);;;;;;;;;
sw03-0304-fs129;A;B;;{C and } we have a little Halloween talent show tonight,  /;and we have a little Halloween talent show tonight;da142: inform {Expansion da140};;;;;;;;;;
sw03-0304-fs130;A;B;;{C and, }  <inhaling> I substitute at the schools part-time. /;and, <inhaling>;;;;da143: turnKeep;;;;;;;
sw03-0304-fs131;A;B;;;I substitute at the schools part-time;da144: inform {Expansion da140};;;;;;;;;;
